N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,Action,Fitness,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
"-1.5805761328706307,0.2842151128984388","-2.139148345923748,1.033397710927809","-3.643153513176057,2.673593986351743","-2.8650391915335525,4.352643832706456","-1.1466811285651661,1.029221293441077",#,#,"-3.4081294620473215,2.3704375783086684",#,#,1,9.616392921137257e-06,949.096672005777,126.68166816749208,3.0650046092778613e-07,1,161.21139523010584,4985,4442,0.6,0.008501168561031664,174,247
"-1.3452845581345745,-0.6277190756773812",#,#,#,"-1.1466811285651661,2.032575382233453",#,#,#,#,#,1,0.013507995381679247,999.6117964934783,2.491390516363248,1.0,1,164.55176725038348,4985,4465,0.2,9.779238995488324e-06,154,208
#,#,#,#,#,#,#,#,"-2.383320333942077,4.01343462308358",#,0,7.290026407857296e-05,775.9483929426848,333.96638099320194,2.4070562982549784e-09,1,118.94342017177017,4999,4470,0.1,0.0006601356386356179,271,518
"-1.0650290182907574,-0.6277190756773812",#,#,#,#,"-2.9030375652035745,1.6970309627683529","-0.9290302807359399,5.414132190296087",#,#,#,1,0.005239790580964583,998.5206907932773,7.710267199120111,1.0,1,162.4655969075357,4959,4496,0.3,0.0003576080699434235,128,175
"-0.4182848791570907,0.7965285672625948",#,"-0.26943359500623276,1.9528862770294617",#,#,#,#,#,"-2.6891514116357977,1.2960367865271802",#,0,0.06170578206717859,1000.0,0.0,1.0,1,106.18677290268216,4982,4501,0.3,6.327650430353131e-06,43,57
"-1.3540619077213396,-0.2067380972138586",#,#,#,"-2.140126495721561,1.2064593051190904",#,"-3.0240430306528365,0.7818544519663799","-4.599870145348845,2.704281477850117","-3.8250924556854105,3.7642778323111323","-3.2992259335201406,3.811481575977368",1,0.004096421018847057,861.8273098245176,189.48692222259058,4.0935847996913294e-08,1,156.40407875735696,4985,4528,0.6,9.132755406181613e-06,147,217
"-1.8025641610823424,0.1208904624154934",#,#,"-3.397406509691031,1.4385271741408472",#,"-0.1925252533180657,1.6970309627683529",#,"-2.093689437498543,1.467173333277095",#,#,1,0.0007317705982707724,957.0993694925967,117.56881874624794,4.4518367105997316e-07,1,149.62361172271778,4985,4528,0.4,0.00012991956936727264,113,177
"0.7457644104934167,3.2366494653196742",#,"-2.669203814165787,0.5027114224544056",#,#,"-3.6050951888272045,-0.17386226551131667",#,#,#,"-3.1476527808256054,5.339320698252067",1,0.041708652548026526,0.0,0.0,1.0,1,127.597056,4885,4529,0.4,7.690635450377287e-06,10,34
"0.7057881186119959,3.2366494653196742",#,#,#,#,"-3.6050951888272045,-0.9947553688028157","-1.9905358583099064,3.083994118515716","-3.4081294620473215,1.467173333277095","-3.0551562106893164,1.8237246887370326",#,1,0.03869357363755009,0.0,0.0,1.0,1,124.0,4885,4529,0.5,7.4738307116332194e-06,3,19
"-0.4182848791570907,0.7965285672625948",#,"-0.26943359500623276,4.126091254745192",#,#,#,#,#,"-2.6891514116357977,1.2960367865271802",#,0,0.12335243765244312,1000.0,0.0,1.0,2,106.1913362825837,4982,4532,0.3,1.265598848023967e-05,40,54
"-0.4182848791570907,0.7965285672625948",#,#,#,#,#,#,#,"-0.5812858789604487,3.104979689495015","-3.70663807051699,2.715936454190438",0,0.006962858657746941,767.7885787396916,301.0037672964983,4.0470665332271176e-09,1,99.85893228189968,4982,4532,0.3,6.018780281607772e-06,58,72
"-1.3452845581345745,-0.6277190756773812","-2.139148345923748,0.9169197447425943","-1.3282086510378885,2.673593986351743",#,#,#,#,#,#,#,0,0.004375347687297209,102.4,143.35999999999999,1.6514295005431624e-07,1,176.21999247241348,4976,4542,0.3,1.0609524037825428e-05,44,180
#,"-2.139148345923748,1.033397710927809","-1.3282086510378885,2.547787216094879","-2.8650391915335525,4.352643832706456","-1.1466811285651661,2.032575382233453","-0.8031763977304599,1.34134417934197",#,"-1.5043808918101116,2.070841158094461",#,#,0,9.44579779497452e-05,419.51954614664,430.30278932658564,6.778431217853138e-10,1,153.68939610548992,4952,4542,0.6,0.0010296969804069994,88,223
"0.7057881186119959,2.0174925989979497",#,#,#,#,"-1.668031071890809,2.4494484360882565","-2.688300572407724,3.083994118515716","-0.9029191196173645,2.0758993338750913",#,#,1,0.016287304171193236,0.0,0.0,1.0,1,122.9936313802752,4988,4544,0.4,7.41317402859029e-06,17,78
#,#,#,#,"0.3491978499794215,2.8591372006099096","-1.668031071890809,2.4494484360882565",#,#,"-5.646474167307332,2.3765744228604415",#,1,0.0001863735784423253,721.2753401858034,327.0263043253163,2.6735392697170473e-09,1,129.4838250538623,4998,4544,0.3,0.00023003458879620992,71,137
"-0.4182848791570907,0.7965285672625948",#,#,#,#,#,#,#,#,#,1,0.0025329499187412468,181.47483648000002,211.539607552,2.360703959338395e-08,1,114.40813819565344,4998,4545,0.1,6.246729866006551e-06,24,100
"-0.4182848791570907,0.7965285672625948",#,#,#,#,#,#,#,"-2.6891514116357977,1.2960367865271802","-3.70663807051699,2.715936454190438",0,0.0004951994307485141,948.1056741689104,138.55611271266957,1.95826538814629e-07,1,97.58251263014702,4982,4545,0.3,0.00010730450381187562,59,79
"-0.4182848791570907,1.715994776080973",#,#,#,"-0.833843159218567,2.680071931664117",#,#,"-1.4227633585833528,2.1524586913212196",#,#,0,0.005054880160791034,893.8128411206691,160.04915858950113,9.522106256683346e-08,1,116.98773051454111,4982,4552,0.3,7.141405760137002e-06,90,116
"-0.4182848791570907,0.7965285672625948","-0.16747415192637072,2.3444437609055298",#,"-3.9655689341770315,0.38422810259233886",#,#,#,#,#,"-3.70663807051699,2.715936454190438",0,0.002861224155648715,619.1516296721542,372.3371891665497,1.397390931924919e-09,1,105.58894369904718,4900,4552,0.4,6.282609359159195e-06,32,43
#,#,#,#,#,#,#,#,"-3.675403207880229,0.661379813832081",#,0,8.89369424826451e-05,787.7204860102125,311.6673523724365,3.4005051877079013e-09,1,116.53586945188943,4986,4556,0.1,0.0005632228081740387,170,338
"0.7457644104934167,1.9069539936287798","-1.0417995909752158,2.569082408720642","-2.590787679414203,1.624326043123821",#,#,#,#,#,#,#,1,0.022216538281420044,0.0,0.0,1.0,1,120.7786112,4988,4585,0.3,7.2796684975400635e-06,12,45
"0.7258853651651965,3.2366494653196742",#,"-2.669203814165787,-0.2918360876531392",#,#,#,#,"-3.4081294620473215,1.635519906807576",#,"-0.3917149222551941,3.16363883249356",0,0.04087553210885155,1000.0,0.0,1.0,1,141.05709065367165,4986,4585,0.4,8.501909808234212e-06,22,29
"-0.4182848791570907,1.715994776080973","-0.16747415192637072,2.3444437609055298",#,#,#,#,#,#,"-5.548621462015909,0.5634358546484348","-3.70663807051699,2.715936454190438",0,0.0013704884465805104,944.0262582234261,136.60371617555484,2.1022648532370325e-07,1,112.93735081636626,4900,4589,0.4,6.8362459599152795e-06,44,58
"-0.4182848791570907,0.7965285672625948","-0.9899768251930011,1.3126145949029082",#,#,#,#,"-3.14379163245686,3.114795338961407","-1.4227633585833528,2.1524586913212196",#,#,0,0.009867673409022231,634.20516352,362.295738368,1.6020787958224827e-09,1,104.36517798696465,4733,4589,0.4,6.1904095833244574e-06,25,35
#,#,#,#,#,#,"-2.688300572407724,3.083994118515716",#,#,#,1,2.552534437773755e-06,678.13229110624,363.7876924572913,1.5694951920913342e-09,1,136.6369636016588,4998,4604,0.1,0.009363227312443968,190,395
#,#,"-3.385416624081514,2.673593986351743",#,#,#,#,"-2.7398112735860334,0.0770303414902962",#,#,0,3.843158013811953e-05,658.4851191853033,400.65219172332394,9.686399699057092e-10,1,126.28927081908303,4982,4613,0.2,0.0016210904806971162,106,211
"-1.0650290182907574,-0.6277190756773812","-0.8309544435461265,2.7095717599662468",#,#,#,#,#,"-1.6381447200691852,1.467173333277095",#,#,0,0.005726957785875449,128.0,153.6,1.169617672033087e-07,1,180.61069593658414,4965,4619,0.3,1.0940324182948342e-05,30,126
"-1.3452845581345745,-0.6277190756773812",#,"-1.3282086510378885,2.673593986351743",#,#,#,#,#,#,#,0,0.004371140618281109,102.4,143.35999999999999,1.6514295005431624e-07,1,176.21309314787607,4976,4625,0.2,1.0609004235571224e-05,35,147
#,"-2.139148345923748,1.033397710927809",#,"-2.8650391915335525,4.352643832706456","-1.1466811285651661,2.032575382233453",#,#,#,"-2.894384842354735,4.044467992384961",#,1,5.863484781705328e-07,945.8670490615816,149.1003963231378,1.3570817518492673e-07,1,147.723788584155,4985,4625,0.4,0.08529617073363872,136,248
"-0.4182848791570907,0.7965285672625948",#,"-0.26943359500623276,1.9528862770294617",#,#,#,#,#,"-2.6891514116357977,0.16617730276294895","-4.337758042786231,3.6904601130980557",0,0.0440406346191597,1000.0,0.0,1.0,1,108.96671699272125,4900,4631,0.4,6.537094296449476e-06,26,33
"-1.3452845581345745,-0.6277190756773812",#,"-1.3282086510378885,2.673593986351743",#,"-1.1466811285651661,2.032575382233453",#,#,#,#,#,0,0.004281595465739923,102.4,143.35999999999999,1.6514295005431624e-07,1,178.37388019909946,4976,4651,0.3,1.0771800169288287e-05,31,124
"0.7057881186119959,1.9069539936287798","-1.6563472195939044,2.569082408720642","-2.590787679414203,-0.2918360876531392",#,#,#,"-2.688300572407724,3.083994118515716",#,#,#,1,0.013160616917999364,0.0,0.0,1.0,1,131.4,4988,4657,0.4,7.919849641198428e-06,8,27
"0.7258853651651965,2.0174925989979497","-1.0417995909752158,2.1638612728379445",#,"-3.3143499019047233,2.8757458811901504",#,#,#,#,"-5.646474167307332,2.3765744228604415",#,1,0.01577371969648161,0.0,0.0,1.0,1,124.92704,4988,4657,0.4,7.529706034398642e-06,9,41
#,"-1.8121850945575422,-0.13757315266960812",#,#,"-2.8144999917300884,1.8158580361457548","-0.8031763977304599,1.34134417934197",#,"-1.668331007981907,4.723732656998995",#,"-5.324198134410091,5.133867951824014",0,1.6434751119866675e-05,617.0496345266758,420.81400519009134,7.577903559141543e-10,1,135.6849188846711,4952,4664,0.5,0.004611117247232293,46,134
"-1.3452845581345745,0.31713582709348553","-2.139148345923748,0.6867593060121407","-1.7844629816357795,1.0509106482028654","-2.8650391915335525,4.352643832706456",#,#,#,#,"-3.8250924556854105,4.054180511422353",#,0,0.0002838788578161179,458.89813443505636,391.1050408829083,1.0927804890606948e-09,1,129.8236570595395,4976,4664,0.5,0.00021494041698882292,46,154
"-0.4182848791570907,0.31713582709348553",#,"-1.3282086510378885,2.673593986351743",#,#,#,#,#,#,"-3.70663807051699,2.715936454190438",1,0.0034663551507261125,41.94304,92.274688,1.4948137114852092e-06,1,119.0610803326976,4998,4674,0.3,6.948428731451525e-06,17,54
"-0.4453473379823121,0.7965285672625948",#,#,#,#,"-0.21411156544762555,4.246491234863028",#,#,"-2.6891514116357977,1.2960367865271802",#,1,0.03889366623852517,0.0,0.0,1.0,1,124.128,4998,4674,0.3,7.5437471924839815e-06,7,33
"-0.4453473379823121,0.31713582709348553",#,#,#,#,#,#,"-2.866802025283009,0.8167600867398841","-2.6891514116357977,0.5634358546484348","-3.70663807051699,2.715936454190438",1,0.016544304723553012,200.0,160.0,9.5367431640625e-08,1,133.5815552,4861,4677,0.4,8.18406643324659e-06,11,32
"-1.3452845581345745,-0.6277190756773812","-2.139148345923748,0.6867593060121407",#,"-2.8650391915335525,4.352643832706456","-2.534703504947092,2.032575382233453","-0.8031763977304599,1.34134417934197",#,#,#,#,0,0.01822497931916161,0.0,0.0,1.0,1,180.38077403938408,4976,4698,0.5,1.0923001629152266e-05,29,111
"-1.3452845581345745,0.6887038656031912","-2.139148345923748,1.9979901653229737",#,#,"-2.534703504947092,1.4916922580431828",#,#,#,"-3.8250924556854105,3.7642778323111323",#,0,2.758528769983159e-05,548.61978065151,432.1340199243316,6.636020388445743e-10,1,122.77827619504296,4976,4708,0.4,0.002001939588923578,68,194
"-1.0322818501580302,-0.6277190756773812",#,"-3.039725554132545,2.673593986351743","-2.8650391915335525,4.352643832706456","-2.5242107029655987,1.8158580361457548","-0.8031763977304599,1.34134417934197",#,"-4.355840139357518,-1.538998524281188",#,"-3.70663807051699,2.715936454190438",0,0.010109791541861389,0.0,0.0,1.0,1,155.0,4976,4708,0.7,9.342288389541524e-06,1,1
"-0.4182848791570907,0.7965285672625948",#,#,#,#,#,"1.4770248437980356,4.183440831438368","-0.5443302815317121,6.497773756159112",#,#,1,0.014344187385855096,333.3333333333333,222.22222222222226,1.845281249999999e-08,1,107.33333333333333,4733,4733,0.3,5.876600761163217e-06,3,11
#,#,"-1.3282086510378885,2.673593986351743","-2.8650391915335525,4.352643832706456","-2.534703504947092,2.032575382233453","-0.8031763977304599,1.34134417934197",#,#,#,#,0,3.912739923579505e-05,623.8573610044012,424.3938499624302,7.263644676452846e-10,1,119.88753547949958,4982,4738,0.4,0.0016048358208334318,72,161
"-1.3452845581345745,-0.6277190756773812","-4.033456565623624,1.033397710927809","-1.3282086510378885,2.673593986351743","-2.8650391915335525,4.352643832706456",#,"-1.828386374051034,1.088161610767471",#,#,"-3.8250924556854105,3.7642778323111323","-3.209148143728815,3.6721817041719995",0,0.018075082858375915,0.0,0.0,1.0,1,180.68817447396364,4976,4738,0.7,1.0946161496175755e-05,25,91
"0.7457644104934167,2.0174925989979497",#,"-2.669203814165787,0.5027114224544056","-3.3143499019047233,2.8757458811901504",#,#,#,#,"-5.646474167307332,2.3765744228604415","-3.1476527808256054,5.339320698252067",1,0.01326132422234139,0.0,0.0,1.0,1,125.11392000000001,4988,4754,0.5,7.540969820555014e-06,10,40
"0.7057881186119959,3.2366494653196742","-1.6563472195939044,2.1638612728379445",#,#,#,"-3.6050951888272045,-0.17386226551131667","-2.688300572407724,3.083994118515716",#,#,#,1,0.01184710495681282,0.0,0.0,1.0,1,129.25,4885,4754,0.4,7.790263060311239e-06,4,26
"-0.4182848791570907,0.7965285672625948",#,#,#,"-4.598054388101811,1.0911414733272957",#,#,"-0.5443302815317121,6.497773756159112","-2.6891514116357977,1.2960367865271802",#,1,0.023736849319016717,200.0,160.0,9.5367431640625e-08,1,110.03999999999999,4970,4775,0.4,6.376865236216085e-06,7,27
#,#,"-0.26943359500623276,4.126091254745192",#,#,#,#,"-2.1407542838823854,1.7344319364713225","-2.6891514116357977,1.2960367865271802",#,1,6.363158852841205e-05,866.7867335889335,226.745290955366,1.6684324114854478e-08,1,156.99940438750426,4985,4786,0.3,0.0007998751289760669,61,116
"-0.7697895102747482,0.7965285672625948","0.3440792306523788,4.164287723084228",#,"-2.8650391915335525,3.8731192824077887","-2.6571428822818106,0.27111969345375964",#,#,#,#,#,0,0.007646346114182795,966.4455680000001,80.53063679999994,2.9525300976720536e-06,1,104.1235853090816,4982,4786,0.4,6.2758229813578676e-06,17,24
"-1.3452845581345745,0.23134076233052359","-2.139148345923748,1.033397710927809","-1.3282086510378885,2.673593986351743","-2.8650391915335525,4.352643832706456","-1.1466811285651661,2.032575382233453",#,#,#,#,#,0,0.00047730146396581245,475.27098725921485,397.33757474211694,1.0097219955047123e-09,1,134.89577232471498,4976,4788,0.5,0.00013657523796760816,27,91
#,#,#,#,#,"-2.9242300824510026,0.4212220177819881",#,#,#,#,0,5.993199632714027e-05,895.1258191995764,228.50489429176773,1.6051752959913343e-08,1,109.25562720878362,4999,4800,0.1,0.000980905480436497,59,127
"0.7258853651651965,2.790691247420027",#,"-2.4656212514787255,0.2931206586345507",#,"-2.959111896280665,2.479090030085394",#,#,#,#,#,0,0.13462078828980362,1000.0,0.0,1.0,1,120.02254789617253,4986,4827,0.3,7.234098423829703e-06,19,27
#,"-2.139148345923748,0.6867593060121407",#,#,#,"-1.5496440072422861,2.9967396161512654",#,#,"-2.804617472284662,2.7685584043574987",#,0,5.9495388012205406e-05,678.2125213834096,403.2505843650745,9.378318393528784e-10,1,119.76616037044525,4976,4827,0.3,0.0008865785252516477,52,123
#,#,"-1.3913925654813601,1.9528862770294617",#,#,"-2.4109781879814536,1.5349396738318175",#,#,#,"-3.70663807051699,2.715936454190438",0,3.400585717083591e-05,746.6967666695596,364.73784392904935,1.549158546565807e-09,1,120.31105146585212,4999,4829,0.3,0.001448239481305527,64,136
#,#,"-1.3913925654813601,4.126091254745192",#,"-2.146560979161227,2.20400056193162",#,#,#,#,"-3.70663807051699,2.715936454190438",0,3.420203644486015e-05,816.4583464820861,307.68555780388544,3.6263059395319677e-09,1,118.9434487793509,4999,4837,0.3,0.0011744178414010286,65,141
"0.7258853651651965,2.0174925989979497","-1.0417995909752158,2.569082408720642",#,#,"0.3491978499794215,2.8591372006099096","-1.668031071890809,2.4494484360882565",#,#,#,#,0,0.030918048787138677,1000.0,0.0,1.0,1,143.0,4999,4841,0.4,8.845037555904637e-06,5,5
"0.8364239705343662,1.9069539936287798",#,"-2.590787679414203,-0.2918360876531392",#,#,#,#,#,#,#,1,0.01217600205783543,0.0,0.0,1.0,1,125.41600000000001,4988,4841,0.2,7.559177036533806e-06,7,18
#,#,#,#,#,#,#,"-3.4081294620473215,1.467173333277095",#,"0.16969892632266603,2.715936454190438",1,0.00012013200132711155,669.6937752991695,371.67801948788457,1.4098263017989602e-09,1,148.31591600063237,4998,4858,0.2,0.0006789494019272833,35,60
#,"-2.139148345923748,0.6867593060121407","-1.3282086510378885,2.673593986351743","-2.8650391915335525,4.352643832706456","-2.534703504947092,2.032575382233453",#,#,#,"-3.8250924556854105,3.7642778323111323",#,0,5.497212876321594e-05,676.8999363521372,404.7100192038181,9.210436639920666e-10,1,120.81687561853664,4976,4860,0.5,0.0009752448542293356,40,93
"-1.3452845581345745,-0.5191487800112233","-2.139148345923748,1.033397710927809","-1.3282086510378885,2.673593986351743",#,"-1.1466811285651661,1.8158580361457548","-0.8031763977304599,1.34134417934197",#,#,#,#,0,0.01714919252134156,0.0,0.0,1.0,1,182.22495999999998,4976,4860,0.5,1.1061944508894342e-05,10,47
"-0.4182848791570907,0.31713582709348553",#,#,#,#,#,#,#,#,#,1,0.0005283897746467954,201.94304000000002,255.76994133333335,9.135924054203285e-09,1,115.07500032,4998,4861,0.1,6.325233120564364e-06,12,29
"0.7057881186119959,2.0174925989979497",#,#,"-3.3143499019047233,2.8757458811901504",#,#,"-2.688300572407724,3.083994118515716",#,#,#,1,0.011445713976064857,0.0,0.0,1.0,1,125.41600000000001,4988,4866,0.3,7.559177036533806e-06,7,29
"0.7057881186119959,2.129301946693614","-1.6563472195939044,2.1638612728379445","-2.5470715931935533,2.2040950297793107",#,#,#,#,"-3.5599827520805927,4.132161658320153","-5.646474167307332,2.3765744228604415",#,1,0.010609786208185937,0.0,0.0,1.0,1,129.32,4988,4866,0.5,7.79448215829361e-06,6,25
"0.7057881186119959,2.129301946693614",#,"-2.5470715931935533,2.2040950297793107","-3.3143499019047233,2.8757458811901504",#,#,"-2.688300572407724,3.083994118515716",#,#,#,1,0.010633977520936031,0.0,0.0,1.0,1,124.2,4988,4885,0.4,7.485885277297144e-06,6,24
#,#,#,"-7.402238510370144,2.8757458811901504",#,"-2.9030375652035745,1.6970309627683529",#,"-1.6381447200691852,1.467173333277095","-2.3254479866535696,5.480761452428588",#,1,2.808950690496543e-06,865.6586231800449,252.08078240223801,9.824293067745348e-09,1,141.72721038043875,4988,4889,0.4,0.01091095367075003,54,93
